/home/mikolas/alc/17-projeto2/export32x32/0.rr ; 0 (sec) ; s 6  (states:5860)
/home/mikolas/alc/17-projeto2/export32x32/1.rr ; 0 (sec) ; s 5  (states:450)
/home/mikolas/alc/17-projeto2/export32x32/10.rr ; 0 (sec) ; s 8  (states:12959)
/home/mikolas/alc/17-projeto2/export32x32/100.rr ; 4 (sec) ; s 12  (states:442396)
/home/mikolas/alc/17-projeto2/export32x32/1000.rr ; 5 (sec) ; s 14  (states:529859)
/home/mikolas/alc/17-projeto2/export32x32/1001.rr ; 0 (sec) ; s 5  (states:504)
/home/mikolas/alc/17-projeto2/export32x32/1002.rr ; 5 (sec) ; s 15  (states:494018)
/home/mikolas/alc/17-projeto2/export32x32/1003.rr ; 1 (sec) ; s 9  (states:98602)
/home/mikolas/alc/17-projeto2/export32x32/1004.rr ; 4 (sec) ; s 12  (states:488185)
/home/mikolas/alc/17-projeto2/export32x32/1005.rr ; 1 (sec) ; s 11  (states:107193)
/home/mikolas/alc/17-projeto2/export32x32/1006.rr ; 2 (sec) ; s 13  (states:265966)
/home/mikolas/alc/17-projeto2/export32x32/1007.rr ; 0 (sec) ; s 8  (states:23305)
/home/mikolas/alc/17-projeto2/export32x32/1008.rr ; 0 (sec) ; s 4  (states:373)
/home/mikolas/alc/17-projeto2/export32x32/1009.rr ; 4 (sec) ; s 15  (states:404690)
/home/mikolas/alc/17-projeto2/export32x32/101.rr ; 0 (sec) ; s 9  (states:54467)
/home/mikolas/alc/17-projeto2/export32x32/1010.rr ; 9 (sec) ; s 17  (states:805621)
/home/mikolas/alc/17-projeto2/export32x32/1011.rr ; 0 (sec) ; s 7  (states:1772)
/home/mikolas/alc/17-projeto2/export32x32/1012.rr ; 0 (sec) ; s 8  (states:25776)
/home/mikolas/alc/17-projeto2/export32x32/1013.rr ; 0 (sec) ; s 9  (states:12270)
/home/mikolas/alc/17-projeto2/export32x32/1014.rr ; 0 (sec) ; s 6  (states:4193)
/home/mikolas/alc/17-projeto2/export32x32/1015.rr ; 0 (sec) ; s 7  (states:24732)
/home/mikolas/alc/17-projeto2/export32x32/1016.rr ; 0 (sec) ; s 6  (states:5494)
/home/mikolas/alc/17-projeto2/export32x32/1017.rr ; 60 (sec) ; n 
/home/mikolas/alc/17-projeto2/export32x32/1018.rr ; 5 (sec) ; s 12  (states:498004)
/home/mikolas/alc/17-projeto2/export32x32/1019.rr ; 0 (sec) ; s 9  (states:24742)
/home/mikolas/alc/17-projeto2/export32x32/102.rr ; 4 (sec) ; s 12  (states:455159)
/home/mikolas/alc/17-projeto2/export32x32/1020.rr ; 0 (sec) ; s 10  (states:27072)
/home/mikolas/alc/17-projeto2/export32x32/1021.rr ; 1 (sec) ; s 9  (states:94873)
/home/mikolas/alc/17-projeto2/export32x32/1022.rr ; 6 (sec) ; s 14  (states:645217)
/home/mikolas/alc/17-projeto2/export32x32/1023.rr ; 60 (sec) ; n 
/home/mikolas/alc/17-projeto2/export32x32/1024.rr ; 2 (sec) ; s 11  (states:244130)
/home/mikolas/alc/17-projeto2/export32x32/1025.rr ; 0 (sec) ; s 6  (states:5457)
/home/mikolas/alc/17-projeto2/export32x32/1026.rr ; 32 (sec) ; s 15  (states:2647129)
/home/mikolas/alc/17-projeto2/export32x32/1027.rr ; 0 (sec) ; s 1  (states:14)
/home/mikolas/alc/17-projeto2/export32x32/1028.rr ; 41 (sec) ; s 14  (states:2777339)
/home/mikolas/alc/17-projeto2/export32x32/1029.rr ; 0 (sec) ; s 8  (states:8184)
/home/mikolas/alc/17-projeto2/export32x32/103.rr ; 0 (sec) ; s 6  (states:2708)
/home/mikolas/alc/17-projeto2/export32x32/1030.rr ; 0 (sec) ; s 8  (states:10820)
/home/mikolas/alc/17-projeto2/export32x32/1031.rr ; 0 (sec) ; s 5  (states:344)
/home/mikolas/alc/17-projeto2/export32x32/1032.rr ; 0 (sec) ; s 3  (states:114)
/home/mikolas/alc/17-projeto2/export32x32/1033.rr ; 1 (sec) ; s 12  (states:162128)
/home/mikolas/alc/17-projeto2/export32x32/1034.rr ; 0 (sec) ; s 10  (states:62832)
/home/mikolas/alc/17-projeto2/export32x32/1035.rr ; 0 (sec) ; s 6  (states:3110)
/home/mikolas/alc/17-projeto2/export32x32/1036.rr ; 0 (sec) ; s 5  (states:648)
/home/mikolas/alc/17-projeto2/export32x32/1037.rr ; 1 (sec) ; s 11  (states:121813)
/home/mikolas/alc/17-projeto2/export32x32/1038.rr ; 0 (sec) ; s 9  (states:11850)
/home/mikolas/alc/17-projeto2/export32x32/1039.rr ; 1 (sec) ; s 9  (states:101509)
/home/mikolas/alc/17-projeto2/export32x32/104.rr ; 0 (sec) ; s 10  (states:52407)
/home/mikolas/alc/17-projeto2/export32x32/1040.rr ; 0 (sec) ; s 10  (states:45543)
/home/mikolas/alc/17-projeto2/export32x32/1041.rr ; 23 (sec) ; s 18  (states:1668620)
/home/mikolas/alc/17-projeto2/export32x32/1042.rr ; 1 (sec) ; s 9  (states:91580)
/home/mikolas/alc/17-projeto2/export32x32/1043.rr ; 0 (sec) ; s 4  (states:97)
/home/mikolas/alc/17-projeto2/export32x32/1044.rr ; 0 (sec) ; s 5  (states:70)
/home/mikolas/alc/17-projeto2/export32x32/1045.rr ; 60 (sec) ; n 
/home/mikolas/alc/17-projeto2/export32x32/1046.rr ; 0 (sec) ; s 3  (states:39)
/home/mikolas/alc/17-projeto2/export32x32/1047.rr ; 2 (sec) ; s 14  (states:310252)
/home/mikolas/alc/17-projeto2/export32x32/1048.rr ; 1 (sec) ; s 11  (states:161014)
/home/mikolas/alc/17-projeto2/export32x32/1049.rr ; 14 (sec) ; s 14  (states:1212210)
/home/mikolas/alc/17-projeto2/export32x32/105.rr ; 0 (sec) ; s 8  (states:19952)
/home/mikolas/alc/17-projeto2/export32x32/1050.rr ; 1 (sec) ; s 10  (states:75849)
/home/mikolas/alc/17-projeto2/export32x32/1051.rr ; 18 (sec) ; s 13  (states:1618913)
/home/mikolas/alc/17-projeto2/export32x32/1052.rr ; 11 (sec) ; s 13  (states:1092985)
/home/mikolas/alc/17-projeto2/export32x32/1053.rr ; 2 (sec) ; s 13  (states:267974)
/home/mikolas/alc/17-projeto2/export32x32/1054.rr ; 0 (sec) ; s 7  (states:8396)
/home/mikolas/alc/17-projeto2/export32x32/1055.rr ; 0 (sec) ; s 7  (states:12345)
/home/mikolas/alc/17-projeto2/export32x32/1056.rr ; 0 (sec) ; s 7  (states:25672)
/home/mikolas/alc/17-projeto2/export32x32/1057.rr ; 0 (sec) ; s 8  (states:23945)
/home/mikolas/alc/17-projeto2/export32x32/1058.rr ; 60 (sec) ; n 
/home/mikolas/alc/17-projeto2/export32x32/1059.rr ; 9 (sec) ; s 14  (states:931097)
/home/mikolas/alc/17-projeto2/export32x32/106.rr ; 2 (sec) ; s 15  (states:172927)
/home/mikolas/alc/17-projeto2/export32x32/1060.rr ; 0 (sec) ; s 11  (states:41596)
/home/mikolas/alc/17-projeto2/export32x32/1061.rr ; 1 (sec) ; s 10  (states:94933)
/home/mikolas/alc/17-projeto2/export32x32/1062.rr ; 60 (sec) ; n 
/home/mikolas/alc/17-projeto2/export32x32/1063.rr ; 1 (sec) ; s 10  (states:102578)
/home/mikolas/alc/17-projeto2/export32x32/1064.rr ; 0 (sec) ; s 8  (states:14797)
/home/mikolas/alc/17-projeto2/export32x32/1065.rr ; 0 (sec) ; s 10  (states:24439)
/home/mikolas/alc/17-projeto2/export32x32/1066.rr ; 60 (sec) ; n 
/home/mikolas/alc/17-projeto2/export32x32/1067.rr ; 1 (sec) ; s 11  (states:206121)
/home/mikolas/alc/17-projeto2/export32x32/1068.rr ; 0 (sec) ; s 2  (states:112)
/home/mikolas/alc/17-projeto2/export32x32/1069.rr ; 0 (sec) ; s 5  (states:846)
/home/mikolas/alc/17-projeto2/export32x32/107.rr ; 0 (sec) ; s 4  (states:155)
/home/mikolas/alc/17-projeto2/export32x32/1070.rr ; 60 (sec) ; n 
/home/mikolas/alc/17-projeto2/export32x32/1071.rr ; 0 (sec) ; s 6  (states:5735)
/home/mikolas/alc/17-projeto2/export32x32/1072.rr ; 0 (sec) ; s 4  (states:145)
/home/mikolas/alc/17-projeto2/export32x32/1073.rr ; 60 (sec) ; n 
/home/mikolas/alc/17-projeto2/export32x32/1074.rr ; 5 (sec) ; s 13  (states:591503)
/home/mikolas/alc/17-projeto2/export32x32/1075.rr ; 0 (sec) ; s 6  (states:2358)
/home/mikolas/alc/17-projeto2/export32x32/1076.rr ; 0 (sec) ; s 7  (states:16682)
/home/mikolas/alc/17-projeto2/export32x32/1077.rr ; 21 (sec) ; s 14  (states:1942754)
/home/mikolas/alc/17-projeto2/export32x32/1078.rr ; 19 (sec) ; s 14  (states:1442190)
/home/mikolas/alc/17-projeto2/export32x32/1079.rr ; 1 (sec) ; s 11  (states:96403)
/home/mikolas/alc/17-projeto2/export32x32/108.rr ; 0 (sec) ; s 9  (states:28207)
/home/mikolas/alc/17-projeto2/export32x32/1080.rr ; 2 (sec) ; s 11  (states:222270)
/home/mikolas/alc/17-projeto2/export32x32/1081.rr ; 0 (sec) ; s 7  (states:9377)
/home/mikolas/alc/17-projeto2/export32x32/1082.rr ; 0 (sec) ; s 8  (states:29001)
/home/mikolas/alc/17-projeto2/export32x32/1083.rr ; 2 (sec) ; s 12  (states:251072)
/home/mikolas/alc/17-projeto2/export32x32/1084.rr ; 0 (sec) ; s 8  (states:14177)
/home/mikolas/alc/17-projeto2/export32x32/1085.rr ; 0 (sec) ; s 7  (states:3269)
/home/mikolas/alc/17-projeto2/export32x32/1086.rr ; 9 (sec) ; s 16  (states:666812)
/home/mikolas/alc/17-projeto2/export32x32/1087.rr ; 0 (sec) ; s 7  (states:6565)
/home/mikolas/alc/17-projeto2/export32x32/1088.rr ; 0 (sec) ; s 7  (states:5650)
/home/mikolas/alc/17-projeto2/export32x32/1089.rr ; 6 (sec) ; s 16  (states:524124)
/home/mikolas/alc/17-projeto2/export32x32/109.rr ; 1 (sec) ; s 10  (states:105651)
/home/mikolas/alc/17-projeto2/export32x32/1090.rr ; 4 (sec) ; s 13  (states:455888)
/home/mikolas/alc/17-projeto2/export32x32/1091.rr ; 29 (sec) ; s 14  (states:2572899)
/home/mikolas/alc/17-projeto2/export32x32/1092.rr ; 60 (sec) ; n 
/home/mikolas/alc/17-projeto2/export32x32/1093.rr ; 1 (sec) ; s 11  (states:128433)
/home/mikolas/alc/17-projeto2/export32x32/1094.rr ; 0 (sec) ; s 10  (states:62320)
/home/mikolas/alc/17-projeto2/export32x32/1095.rr ; 5 (sec) ; s 14  (states:569460)
/home/mikolas/alc/17-projeto2/export32x32/1096.rr ; 0 (sec) ; s 1  (states:17)
/home/mikolas/alc/17-projeto2/export32x32/1097.rr ; 0 (sec) ; s 11  (states:46437)
/home/mikolas/alc/17-projeto2/export32x32/1098.rr ; 0 (sec) ; s 8  (states:6264)
/home/mikolas/alc/17-projeto2/export32x32/1099.rr ; 2 (sec) ; s 12  (states:331529)
/home/mikolas/alc/17-projeto2/export32x32/11.rr ; 0 (sec) ; s 6  (states:2828)
/home/mikolas/alc/17-projeto2/export32x32/110.rr ; 0 (sec) ; s 9  (states:19228)
